지 역,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01
울산 북구,184507,185042,184861,184597,184639,184681,184597,184389,184069,183764,183833,184028,183861,189842,189750,189882,189982,189911,190232,190342,190566,190895,191211,191645,192163,197862,198438,198986,199917,201119,202452,212398,212777,213357,213930,214639,215068,215193,215570,215714,216150,216489,216236,215398,215295,213772,213891,213478,213250,213196,212967,212598,211967,211185,210174,208935,206772,205817,205072,203787,203895,201767,199744,198756,197221,194698,192673,190574,187972,186198,184087,181833,179178,193408,191856,190518,188991,187817,186736,185764,185029,184846,185577,186774,188413,200330,201996,203415,204268,205138,206415,207728,209625,212103
울산 울주군,161534,161477,161023,160898,161045,161011,161284,161625,161523,161557,162034,162489,162580,162591,162705,162955,162966,162989,163205,163273,163439,163655,164064,164389,164650,164945,165393,165877,166827,167558,168447,169388,170025,171480,172595,173359,174363,174703,175002,175014,175053,175297,175597,175715,175988,176135,176402,176328,176285,176220,176189,176017,175978,175984,176019,175653,175302,174897,174305,173888,201482,201000,200462,200201,198980,197572,195737,193889,191826,190439,188578,187059,185224,183618,182594,181244,180106,178938,178019,177956,178175,178338,179075,179675,180194,194612,196290,197304,198482,198869,199524,200327,201952,204060
강원 춘천시,152070,152006,151446,150167,149037,148875,147565,146542,146155,145952,146786,147476,148357,149977,150000,149802,149233,148988,148698,148430,148064,147878,147785,147831,147855,147938,147902,147821,147859,147830,147772,150773,150895,151241,151620,152102,152266,152310,152484,152555,152726,153057,153397,153676,154002,154486,155023,155595,156093,156470,156751,157229,157694,157967,157988,157883,157764,158110,158603,158821,193216,192703,191932,191473,190635,189770,189054,187608,185622,184365,183135,181905,180500,183776,182987,182263,181592,180895,180092,179224,177553,176118,175013,173842,172776,171776,171171,171316,171500,171711,172447,174230,175368,176401
강원 원주시,127246,127086,126657,126603,126541,126782,126867,126952,126847,126863,127280,127876,128032,128191,127926,127622,127319,127303,127218,127194,127128,127126,127298,127706,127855,127874,127901,127949,127961,127996,128086,139307,139334,139500,139830,140181,140243,140355,140284,140452,140561,140701,141231,141577,141688,139350,139926,140514,140789,140969,140993,141095,141505,141962,142189,142302,142260,142332,142466,142554,154237,153772,153819,153714,153135,151838,149784,148676,147940,147519,146648,145757,144303,149475,149098,147871,147211,145071,143726,142339,141238,139798,139446,139899,139375,141710,142108,142977,142750,142903,143335,144591,145580,146358
강원 강릉시,102139,101964,102172,102589,103029,103176,103157,102940,103024,103038,103079,103149,103607,103985,104082,104207,104451,104504,104404,104274,104354,104674,105226,105510,105963,106224,106790,107515,108999,110354,111506,122142,122583,123486,124111,125243,125710,125988,126150,126242,126575,126681,126563,126451,126368,126482,126643,126901,127026,127104,127218,127604,128239,129083,129638,130413,131067,131688,132124,132589,132194,132234,132702,133492,133726,134121,134315,134169,133935,133290,132806,131935,131048,147303,147144,146894,146606,146136,145697,145152,144712,144182,143886,143689,143492,148257,148235,148228,148324,148669,149118,149338,149853,150963
강원 동해시,83724,83707,83345,83293,83428,83572,83079,82903,82852,82934,83116,83100,83050,83097,83224,83262,83248,83164,83059,82986,83041,83162,83210,83281,83336,83581,83902,84281,84769,85128,85660,89510,89672,90021,90753,91357,91595,91784,92250,92547,92926,93745,93779,94038,94159,94210,94697,94890,95321,95628,95962,96438,96872,97198,97398,97681,98074,98605,98840,99114,101095,101048,100929,100857,100655,100429,100214,99917,99250,98798,97988,96679,95714,108238,107675,107438,106400,106125,104963,104413,104125,103800,102725,102288,101875,107726,107583,107262,107119,106988,106738,106714,106714,106643
강원 태백시,81750,81492,81708,81642,81625,81158,81083,81017,81017,80967,81050,81183,81267,81250,81167,81283,81450,81483,81583,81600,81667,81667,81733,81783,82067,81850,81950,82283,82450,83150,83350,83983,84000,84283,84450,84650,84500,84000,84000,84400,84433,84500,84233,83850,83733,75428,75697,75750,75776,75774,75813,75932,76087,76166,76287,76434,76579,76674,76716,76805,79094,79094,79000,79156,79288,79247,79216,79234,79309,79291,79278,79228,79134,78333,78325,78317,78283,78263,78254,78150,78150,78088,78033,77950,77950,77938,78021,78063,78271,78333,78396,78375,78375,78188
강원 속초시,92480,92480,91435,90772,91031,91106,91217,90983,90931,90939,90926,91048,91180,91246,91257,91239,91291,91250,91243,91256,91357,91413,91778,92359,93509,94330,94881,95143,95559,95644,95748,119111,119770,120293,120770,121315,121759,121852,121889,121870,121926,121870,121741,121822,122341,123054,123776,124367,124756,125231,125898,126278,127148,127944,128426,129000,129815,130333,130519,130815,141667,141548,141167,140619,139833,139405,138857,138357,137738,136619,135048,133905,133476,141341,140205,139341,138045,137545,136591,135409,134000,132682,132182,131432,131023,142196,141946,141913,141652,137261,137326,137283,137326,137478
강원 삼척시,75865,75448,75135,75240,75477,75448,75327,75317,75296,75442,75650,75638,75929,76033,75950,76002,76004,76031,75869,75744,75710,75898,76015,76083,76206,76279,76271,76410,76835,76915,77179,77130,77204,77324,77515,77676,77830,77891,78006,78113,78243,78402,78452,78552,78596,78641,78687,78719,78831,78933,79109,79252,79546,79874,80063,80259,80504,80678,80857,80817,84494,84324,84212,84038,83647,83397,83132,82882,82385,81935,81059,80632,80356,96500,96247,96088,95818,95647,95559,95441,95265,95029,95618,95559,95353,99806,99917,99833,99694,99792,100097,100167,100347,100403
충북 청주시,154202,153744,153692,153604,154107,154124,154132,154091,153859,153998,154180,154460,154953,155512,155841,156308,156727,157034,157301,158476,158756,159492,160479,161465,162258,162693,163109,163726,164701,164821,165043,172771,172943,173050,173088,172780,172472,172274,172023,171558,171000,170657,170145,169567,169038,172553,172303,172157,171920,171650,171442,171252,170925,170565,170121,169812,169350,168973,168730,168523,170948,170291,169641,169356,168605,167594,166780,166248,165731,165115,164221,163428,162650,168145,167351,166356,165028,163922,162666,161822,161220,160587,159822,159718,159558,165093,165724,166328,167040,168161,176612,178807,179583,179741
충북 상당구,132963,132579,132548,132557,132985,132984,132960,132840,132665,132941,133227,133327,133899,134204,134422,135459,136163,136651,136980,152720,152826,153008,153614,154205,154614,155038,155114,155189,155856,155750,155492,159462,159583,160174,160083,160023,159456,159289,159168,159047,158914,158777,158217,157448,156873,156695,156589,156574,156241,156053,155970,155885,155874,155736,155561,155414,154892,154598,154258,153997,148323,148073,147411,146871,146176,144992,144040,143460,143065,142274,140952,139839,139226,153268,152464,151571,150304,149393,148714,147714,146795,145420,144348,143688,143491,154992,155225,155467,155867,156367,160100,161567,162733,162650
충북 서원구,135084,134885,134891,134842,135231,135318,135413,135454,135393,135502,135638,135897,136281,137584,137796,138117,138328,138534,138775,158488,159019,159778,160522,161236,162019,162602,163207,163952,164986,165155,165621,183517,183455,183569,183552,183172,182897,182500,182124,180879,179483,178569,177855,177348,176745,176248,175759,175388,174805,174150,173840,173636,173395,172793,172293,171810,171155,170517,170172,169948,181541,180486,179419,179405,178324,176959,176027,175486,174568,173568,172189,171216,170027,166026,164923,163564,162538,161538,160615,159513,158410,157795,156859,156487,156128,156526,156936,157615,158096,158833,163494,164487,164872,164955
충북 흥덕구,165298,164802,164740,164600,165142,165169,165195,165195,164933,165000,165127,165502,165954,166645,167032,167202,167472,167684,167918,178599,178912,180265,182107,183767,184886,185172,185615,186615,188255,188592,188962,193097,192980,192729,192934,192445,192097,191945,191503,191306,191099,190953,190483,189494,188692,188477,188477,188593,188802,188849,188744,188749,188326,187988,187581,187314,186919,186651,186542,186437,184222,183757,183524,183303,183072,182768,182501,182213,181997,181695,181358,180761,180188,188928,188139,186743,184851,183628,182059,181263,180671,179961,179322,179875,179803,183859,185135,186000,187224,189013,201186,203712,204603,204929
충북 청원구,135084,134885,134891,134842,135231,135318,135413,135454,135393,135502,135638,135897,136281,137584,137796,138117,138328,138534,138775,133798,133841,134180,134620,135386,136100,136555,137009,137418,137615,137570,137706,142767,143703,143839,143839,143639,143596,143567,143624,143496,143153,143096,142843,142929,142929,159081,158651,158302,157953,157651,157314,156767,156186,155907,155244,154953,154698,154424,154207,153924,158936,158149,157447,156957,155840,154432,153118,152298,151755,151336,150655,150096,149404,155059,154632,154529,153559,152324,150603,150132,150382,150471,150000,149794,149779,158444,158813,159313,159875,161076,172847,176535,177229,177458
충북 충주시,116529,116800,117086,117243,117386,117486,117714,117800,117929,117886,117914,117900,118286,118400,118329,118529,118514,118457,118514,118514,118443,118500,118571,118900,119014,119271,119537,120300,120631,121329,121991,120918,120990,121021,121003,120925,120914,120897,121022,120958,121111,121208,121264,121267,121215,121225,121058,121040,121007,120890,120854,120660,120583,120453,120335,120121,120171,119965,119832,119596,132766,132489,132103,131804,131145,130061,128685,126978,125127,123935,121553,120101,118729,133899,133306,132653,131633,130561,129362,128949,127403,126597,125796,124883,126041,131877,131311,131462,131075,131302,133425,134877,135708,136547
충북 제천시,101663,101898,101622,101490,101653,102153,102398,102633,102806,102898,103133,103480,103755,105230,105120,105150,105110,105120,105090,105180,105680,105870,106220,106570,106600,106675,107375,107790,107850,107950,108010,112530,113140,113730,114130,114400,114800,114790,114805,114765,114810,114875,114844,114784,114739,114717,114677,114647,114647,114626,114594,114574,114566,114292,114202,113571,113327,112915,112525,112070,116000,115680,115350,115130,114750,114200,114044,113870,113490,113050,112686,112408,112158,123856,123560,123415,123192,122115,121375,120183,119817,119740,119279,118990,118798,119528,119454,119454,119194,118824,118639,118472,118583,118676
충북 음성군,77236,77441,77497,77588,77619,77709,77823,77959,78042,78153,78181,78363,78580,78792,78827,78888,78802,79198,79830,79967,79820,79989,80513,80777,81188,81227,81517,82688,83367,83258,83031,89579,89936,90100,90051,90109,90186,90314,90529,90536,90673,90713,90633,90539,90444,91983,92047,91946,91850,91771,91646,91571,91462,91250,91074,91025,90891,90763,90849,90730,97357,97071,96929,96310,95952,95369,95179,94750,93490,92824,92729,91721,90807,109654,109339,108931,108413,108431,108174,107787,107493,107696,107696,107974,107559,112161,111196,110857,110250,109732,109375,109339,109429,109643
충남 천안시,158836,159825,160006,160399,160670,161364,161887,162362,162603,163059,164100,166034,167317,172465,173036,174137,175629,176187,177137,178179,178455,178364,179678,180264,180783,181094,181321,181622,182319,182571,182339,182161,182308,182152,181718,181410,180530,179903,178982,178208,177276,176541,175827,174989,174154,173719,173196,172261,171888,171410,170699,170198,169189,168765,168027,167717,167212,166915,166709,166045,162337,162284,161800,161509,160976,160556,160401,159790,159065,158685,158335,158149,157713,196092,195673,195272,194886,194559,194434,194453,194437,194364,195019,196270,197682,200450,201987,202936,203836,204307,205610,212029,217153,221327
충남 동남구,152451,153556,153675,154187,154752,155929,156299,157213,157299,157646,158838,161136,161786,163237,163643,163981,165362,165802,166493,167958,168292,169262,170893,171679,171869,172173,172246,172554,173199,173792,173646,173804,173825,173711,173694,173323,171863,171232,169780,168656,167930,166793,165637,164363,163858,163794,163635,163461,163032,162525,161782,161485,160527,159658,159361,159265,159249,158785,158689,158270,146725,147088,146700,145450,144713,143713,143188,142238,141338,140833,140428,139910,139196,147506,146910,146470,146055,145440,145500,145262,144643,143786,143440,143190,143262,144453,144651,144651,145000,145174,145884,148198,149767,151570
충남 서북구,163145,164055,164278,164590,164663,165031,165657,165837,166182,166712,167650,169340,171050,178692,179375,180990,182558,183194,184319,185075,185313,184506,185606,186058,186798,186933,187260,187558,188288,188317,188029,187352,187577,187394,186702,186433,185913,185288,184698,184140,183081,182596,182156,181588,180548,179990,179238,177821,177485,177024,176334,175704,174662,174519,173504,173058,172243,172053,171776,170958,171452,171156,170615,170885,170471,170389,170451,170038,169415,169108,168790,168798,168523,221740,221414,221033,220663,220488,220266,220421,220722,221063,222246,224290,226409,230121,232367,233820,235012,235641,237258,245852,252859,258289
충남 공주시,122540,123917,124046,124096,123996,124052,124131,123865,123785,123871,124150,124740,125167,126067,126317,126758,126848,126710,126838,126173,126331,126390,126113,125935,125977,125698,125563,125646,125563,125375,125188,129688,129521,129354,129229,129146,128854,128688,128646,128500,128333,128417,128313,127646,127583,127521,127585,127517,127579,127579,127596,127540,127340,127277,127240,126948,127156,126927,126927,127073,110368,109978,109783,109733,109533,108940,108795,108600,108015,106890,105915,105490,104515,113976,113476,113095,112690,112500,112167,111476,111095,111238,111095,111333,111286,118886,118932,119045,118977,118955,119159,121466,126614,129636
충남 보령시,114587,114717,115000,115304,115717,116065,116196,116478,116500,116565,116761,116978,117196,117239,117804,119087,119500,120152,121065,121891,122457,122935,123174,123565,123696,124120,124663,124707,125098,125359,125620,132152,132196,132457,132543,133196,133543,133587,133761,133543,133500,133413,133283,133043,132543,132152,131848,132109,131739,131609,131391,131043,130565,130065,129439,129026,128365,127926,127600,127146,136263,135789,135592,134824,133355,132013,131171,130092,129263,128711,128105,127579,127289,143700,143125,142600,142075,141350,140550,140025,139500,138638,137488,137375,136988,135900,135675,135525,134875,134550,133638,133713,134125,135200
충남 아산시,128386,128606,128918,129183,129472,129929,130169,130498,130562,130698,131377,132329,133011,139765,140390,140661,140957,141284,141814,142310,142676,142922,143614,144028,144166,144315,144496,144637,144881,144943,144853,139622,139542,139747,140039,140258,140428,140283,139803,139553,139337,138936,138485,138037,137331,137116,136735,136332,135979,135567,134642,134293,133401,132739,132113,131959,131249,130789,130773,130881,135589,135233,134533,134128,134067,133433,132656,132133,131671,131921,131667,131562,131422,152390,152226,151373,150692,150056,149582,149582,149496,149220,149418,149582,149711,148763,148941,148797,148559,148686,149021,151030,152572,153873
충남 서산시,136056,135815,135820,135811,136546,137157,137546,137491,137380,137417,137833,138111,138370,139914,139983,140517,140672,141603,141621,141259,141138,141259,141638,142345,142655,143103,143810,144414,144569,144724,145276,151793,151931,152638,153034,153172,153310,153241,153152,152962,152462,152062,151907,151741,151483,149417,149053,148477,148277,148063,148047,147960,147887,147470,147163,147110,146622,146492,146072,145138,147897,147793,147500,146414,145155,144345,142931,142345,141362,140914,139448,138621,137483,148567,147733,146988,146637,146530,146351,145685,145804,145851,145208,144113,143363,148739,148672,148394,148272,148228,147911,147078,147789,148567
충남 논산시,110865,111592,111563,111454,111117,111663,111577,111377,111258,111248,111369,111677,111769,112432,112375,112216,112232,111991,112286,112089,112446,112393,112366,112268,112080,111938,111616,111161,110838,110789,110420,117593,117250,116936,116757,116929,117000,116943,116557,116486,116614,116486,116414,116614,116686,113189,112978,113004,112731,112664,112730,112708,112716,112623,112605,112643,112816,112938,113065,113227,107763,107763,107789,108066,107929,107816,107487,107553,107408,107421,107158,106987,106934,112672,112219,111744,110744,110275,109931,109681,110094,110625,110500,110375,110250,110000,109891,110016,110234,110125,110203,110672,111313,112969
충남 계룡시,149250,148433,147950,147146,147454,147648,147483,146804,146265,146113,147070,147313,147313,147552,147296,147252,147252,146639,145520,144337,142865,142174,141613,141470,141413,141191,141000,140504,140039,139839,139474,137807,136826,134630,134130,134283,134102,134091,135609,135054,135126,134909,135272,135339,135578,135418,135920,135580,135860,136820,136720,136496,137328,138020,138900,139414,140360,140900,141406,142436,148073,148302,148756,148963,149250,149189,149073,148890,148317,148280,148061,147476,147427,145432,144705,144318,143909,143477,143250,143023,142489,142841,143068,143159,143295,143591,144068,145182,145500,146068,148864,156727,161375,163466
충남 홍성군,130131,130762,130779,130871,131181,131538,131719,131729,131610,131650,131929,131988,132036,132107,132539,133015,132767,132498,132207,131659,130913,130637,130243,129670,129072,128474,127691,127174,127026,127083,127135,135343,135331,135594,135387,135609,135831,135631,135624,135372,134956,134770,134641,134363,134048,134441,134210,133883,133779,133624,133133,132757,133033,132843,132714,132719,132386,132416,132022,132267,135600,135900,135750,135818,134743,134508,134790,134745,134748,134655,134230,133260,132903,142509,142922,142672,142170,142398,142507,142726,142748,142683,142857,143357,143683,144541,144761,145152,145848,146424,147946,148859,149793,151772
충남 예산군,103523,104182,104318,105205,105373,106145,106382,106586,106543,106566,107116,107284,107830,113424,114393,114891,115326,115387,115739,115587,116109,116587,116543,117109,117435,118087,118391,118609,118783,118826,119000,111911,112000,112000,112268,112696,112852,112745,112584,112423,112280,111643,111071,110839,110179,109875,109621,109268,109089,109018,109007,108864,108561,108232,108018,108261,108343,108236,108093,107557,98261,97870,97826,97022,96522,96250,95663,95261,94880,94630,94283,94293,94239,120836,120553,120519,120264,120040,120083,120514,120997,121057,121155,121241,121483,121722,121862,121534,120991,120250,119547,120500,120957,121647
충남 당진시,130866,130656,130641,130641,130984,131344,131258,131453,131867,132273,132617,132914,134156,141779,142184,142463,142529,142625,142669,142860,143110,143625,143890,144154,144656,145435,145788,146556,147525,148304,149622,152986,153688,154162,154425,154696,155078,155130,155180,155180,154886,154191,153930,153488,153309,153364,153391,153271,153061,152926,153289,153789,153566,153534,153200,152682,152471,152516,152582,152003,160529,159029,158729,158200,157794,157129,156550,155949,155770,155297,154781,154164,153821,168827,168121,167506,166824,166427,165799,164900,164407,164086,163929,163279,162907,165851,165417,165021,164667,164660,164667,164868,164951,164090
전북 전주시,159538,158533,158549,158293,158148,158147,158006,157668,157450,157186,157089,157097,157247,158966,158804,158720,158634,158560,158548,158506,158358,158334,158487,158608,158419,158394,158489,158666,158795,158781,158788,163562,164195,164800,165096,165603,165823,165838,165806,165802,165873,165927,165906,165970,166056,166110,166190,166386,166619,166659,166858,167142,167386,167617,167849,168006,168167,168333,168645,168858,177099,176817,176865,176997,176841,176260,175646,175279,174983,175212,175217,175160,174895,174125,173829,173142,172092,171426,170773,169987,169107,167647,166936,166132,165780,169591,170061,170811,171551,172122,173067,175121,176116,177487
전북 완산구,166651,165509,165604,165302,165151,165066,164866,164620,164375,164035,163867,163786,163978,164073,163986,163825,163741,163533,163495,163363,163059,162961,162999,162933,162607,162569,162635,162780,162780,162686,162651,163887,164500,164962,165255,165736,165972,165953,165981,166066,166255,166396,166396,166491,166679,166830,167170,167559,168059,168210,168447,168774,169104,169396,169655,169849,170009,170094,170462,170698,177351,177075,177215,177492,177394,176599,175848,175688,175473,175732,175813,175884,175473,176692,176541,175927,175031,174354,173481,172618,171514,169344,168726,167863,167415,161019,160798,160745,160774,160769,161010,162111,162620,163313
전북 덕진구,149750,148932,148841,148648,148511,148625,148566,148100,147920,147761,147761,147892,147983,151939,151672,151694,151606,151717,151739,151822,151889,151967,152278,152656,152656,152633,152767,152989,153296,153391,153458,163141,163801,164590,164890,165430,165630,165690,165580,165460,165380,165320,165272,165296,165249,165175,164918,164862,164750,164646,164794,165024,165156,165306,165504,165614,165776,166047,166285,166470,176779,176489,176419,176369,176139,175830,175390,174760,174360,174550,174460,174240,174160,171041,170571,169796,168561,167908,167520,166827,166214,165607,164786,164051,163816,179203,180448,182099,183637,184854,186590,189712,191250,193382
전북 군산시,131884,131041,130750,130238,130006,129808,129355,128727,128471,128169,128206,128555,128662,122479,122382,122749,122662,122301,122239,121598,121380,121359,121130,120902,120647,118953,118775,118793,118793,118647,118584,122052,121958,121896,121786,121547,121443,121328,121078,120724,120516,120109,119793,119615,119031,118594,118431,118103,117922,117772,117658,117420,117388,117450,117368,117346,117420,117190,116961,116684,115021,114688,114083,112875,112510,111775,111088,109983,109390,108890,108552,108321,108233,113254,112734,112203,111629,111139,110794,110660,110580,110548,110479,110287,110362,113453,113615,113771,113859,113901,113984,114161,114484,114891
전북 익산시,107006,105552,104948,104773,104390,103831,102922,102569,102185,102078,102241,102250,102285,106111,106042,106056,105732,105666,105369,105010,104934,105084,105123,105088,104986,104958,105042,105129,105084,104974,104894,105261,105346,105452,105601,105644,106218,106186,106181,106196,106419,106532,106660,106729,106888,107073,107169,107433,107706,107944,108132,108332,108612,108818,109013,109377,110118,110604,111121,111615,137000,137500,137670,137926,138096,138266,138574,138967,139371,139461,139566,139716,139833,146207,146315,146080,145700,145330,144841,144272,143870,143750,143582,143495,143505,143380,143196,143196,143065,143043,143120,143750,144245,144690
전북 정읍시,89938,89677,89375,89027,88958,88810,88902,88610,88356,88038,87935,87954,87888,86428,86419,86391,86239,86154,86135,86120,86154,86174,86211,86248,86226,86867,86885,86952,87085,87133,87143,88983,89033,89130,89167,89192,89175,89125,89092,89072,88908,88842,88800,88780,88767,88787,89015,89075,89138,89147,89377,89492,89588,89687,89787,89868,89922,89945,89908,89872,94225,93954,93550,93371,93175,93008,92681,92619,92560,92573,92758,93000,92892,105644,105580,105708,105540,105352,105120,104940,104830,105360,105580,105920,106190,106570,106610,106630,106650,106630,106510,106750,106910,107070
전북 남원시,92875,92854,93104,93250,93667,94125,94042,93958,94125,94083,94667,94938,95458,96083,96438,97604,98229,98188,98271,98479,98513,98290,98215,98306,98215,98006,97702,97554,97431,97104,96952,93427,93413,93550,93525,93419,93367,93363,93119,92981,92931,92804,92625,92458,92442,92563,92585,92517,92579,92596,92656,92771,92960,93027,93215,93504,93692,93879,94075,94308,113972,114461,114933,115317,115528,115694,115692,115869,116064,116503,116836,117575,118092,140824,140891,141097,140965,141082,141388,141279,141044,141044,141412,141471,141206,141088,140794,140691,140941,140853,140735,140735,140809,140441
전북 김제시,80615,79885,80000,80154,80363,80710,80621,80637,80540,80313,80427,80271,80394,79287,79448,79911,79470,79322,79415,79422,79191,79065,79102,79102,79220,79257,79026,79026,79096,79204,79124,78164,78228,78278,78358,78489,78445,78380,78345,78322,78269,78225,78208,78167,78173,78042,76098,75625,75506,75481,75430,75159,75233,75178,75319,75441,75427,75492,75628,75823,90781,90896,90704,91117,91127,91121,91015,90885,90708,90563,90606,90977,91721,88030,88118,88143,88343,88543,88693,88945,88888,88988,89075,89238,89163,89350,89325,89350,89350,89350,89363,89438,89550,89675
전남 목포시,120555,120085,119463,119341,118805,118573,118354,117646,117293,116890,116500,116427,116098,115634,115537,115495,115712,115539,115366,115315,115178,115244,115380,115605,115585,115463,115244,115207,115188,115041,115688,119915,120232,120902,121768,122744,123049,123390,123390,123378,123195,123171,123037,123012,122915,122950,123243,123428,123589,124023,124272,124574,124844,125089,125152,125040,125320,125451,125991,126279,146958,147094,147318,147144,147136,146424,146028,146025,145149,145007,145021,145007,144856,152224,152124,151965,151749,151517,151371,151125,150910,150563,150313,150069,149833,148847,148667,148458,148222,148035,147715,147535,147076,146660
전남 여수시,108822,108751,108621,108511,108621,108582,108397,108274,108130,107988,108009,107914,107771,107741,107638,107396,107397,107328,107028,106763,106775,106980,106811,106920,106572,106472,106192,106407,106484,106530,106754,115766,115770,115686,115684,116139,116198,116475,116839,117097,117457,117991,118194,118710,119138,117755,118039,118618,119057,119252,119387,119713,120021,120614,121289,121789,122452,123054,123386,123888,144264,145449,146469,147560,148244,148699,149227,149586,150111,150557,151256,151633,151577,173897,173829,173519,173335,173050,173040,173222,173667,173889,174229,174694,174993,176056,176368,176875,177181,177493,178340,179104,180319,181458
전남 순천시,122617,122571,122096,121374,120946,120441,120084,119632,119279,118897,118846,118624,118341,120835,120668,120329,119963,119754,119427,119067,118646,118338,117988,117717,117521,118025,117580,117281,117042,116847,116602,120569,120553,120439,120324,120299,120478,120696,120883,120969,121244,121931,122192,122530,123115,125796,126188,126410,126790,126939,126971,127127,127451,127765,127961,128294,129020,129267,129394,129633,148662,148770,149027,149108,149203,149257,149351,149405,150054,150386,150792,151386,152096,164514,164833,165090,165599,166029,166201,166319,166639,166861,167146,167313,167556,173514,174020,174297,174601,174953,176189,177568,179493,180750
전남 나주시,73843,73810,74383,74583,75000,75533,75617,75550,75383,75517,75467,75373,75348,75430,75413,75503,75575,75512,75652,75368,75402,75552,75552,75358,75233,75283,75367,75767,76508,77142,77450,94286,94914,95329,95329,95643,95643,95686,95643,95536,95407,95229,95077,94643,94243,111263,111094,111044,110833,110861,110508,110549,110329,110176,110428,112221,115254,115756,116339,116223,174842,175105,176842,177132,177000,176842,176947,177421,178000,178474,178711,179421,180211,174435,174174,174378,174324,173802,172976,171867,171215,170759,170509,170211,169424,169433,169152,168673,167688,167010,166635,166240,165479,164583
전남 광양시,86715,87158,86844,86591,86467,86392,86225,86025,85816,85599,85281,85018,84867,85528,85400,85167,84881,84736,84291,83642,83135,82821,82726,82503,82351,83523,83415,83412,83435,83466,83400,83422,83476,83496,83413,83362,83095,83067,83035,83110,83113,83173,83219,83152,83121,83074,83100,83098,83202,83361,83486,83433,83424,83521,83526,83430,83522,83474,83548,83881,88338,88535,88876,88909,88987,89166,89629,89740,89859,90012,90184,90479,90641,110013,110427,111028,111730,112217,112444,112593,112815,113031,113315,113627,113872,114751,115006,115438,115665,115784,116341,117295,118210,118864
전남 무안군,150574,151981,151611,151530,149696,148437,147956,147326,146178,145889,149444,150148,150778,153194,153139,151792,151208,152278,151917,152194,152222,152222,152389,152528,152889,160545,160420,161625,163307,165193,166989,182265,183912,185490,186608,188941,191157,192216,193471,193853,194402,194755,194657,194461,194775,194794,194875,195131,195288,195514,195555,196113,196432,196512,196751,196669,196757,196994,197396,197804,209356,209622,210344,209469,209219,207031,205844,205313,205063,204256,204625,204969,205000,212613,212320,211420,209330,208418,207493,206863,206563,206150,205475,203525,202125,201850,200925,199613,198563,196988,195913,195113,193738,192375
경북 포항시,125146,126508,126858,127660,128504,129464,130610,132032,132489,133260,134069,134502,135116,137529,138459,139470,140235,140917,141384,141598,142233,142890,143742,144709,145962,147850,148681,149993,151391,152264,153771,161670,162954,165235,166385,167030,167082,166883,166735,166607,165995,165157,164381,163487,162593,161604,160903,160105,159244,158652,158068,157586,156861,156306,155922,155475,154734,153975,152904,151528,154165,153461,152875,152100,151385,150602,149725,148791,147603,146166,144828,144257,143415,143813,142710,141626,139969,138807,137993,137574,137097,136550,136326,136210,136105,139797,139860,140006,140203,140360,140842,142185,143926,145012
경북 남구,120000,121553,121895,123013,124308,125174,126708,128247,128991,130222,131179,131511,132724,135593,137123,138418,138828,139215,139968,140303,141813,142673,143905,144505,146173,149198,150052,151500,152880,153202,155060,157840,159280,162249,163374,164360,164912,165072,165242,165237,164689,164086,163688,163030,162192,160992,160094,159275,158328,157741,156972,156400,155497,154968,154612,154017,153288,152582,151719,150430,148706,148044,147632,146846,146249,145749,145169,144663,143326,141915,141099,140834,140596,140437,139733,138989,137274,136289,135700,135386,135186,134943,135071,134950,135207,137229,137493,137896,138340,138632,139028,139854,141556,142097
경북 북구,128556,129791,130147,130739,131283,132306,133194,134539,134806,135272,135983,136483,136700,138811,139344,140167,141167,142044,142322,142456,142511,143033,143633,144844,145822,146967,147783,149006,150417,151650,152928,164289,165467,167278,168444,168856,168567,168122,167756,167544,166889,165889,164856,163800,162867,162006,161433,160650,159844,159249,158788,158364,157756,157184,156782,156431,155682,154889,153681,152249,157686,156953,156256,155488,154698,153733,152663,151453,150360,148907,147233,146465,145233,146060,144690,143381,141762,140482,139518,139030,138369,137619,137161,137048,136702,141483,141415,141392,141426,141494,142034,143716,145483,146926
