Date,Open,High,Low,Close,Adj Close,Volume
2019-02-18,129500,131000,125500,127000,126554.1328,533191
2019-02-19,127000,128000,125500,126500,126055.8828,218351
2019-02-20,126500,128000,125500,127000,126554.1328,231753
2019-02-21,126500,130000,126500,129000,128547.1094,347083
2019-02-22,129500,129500,125000,127000,126554.1328,301395
2019-02-25,127000,128500,125500,126000,125557.6406,338113
2019-02-26,126500,134000,126000,131500,131038.3359,591643
2019-02-27,132000,134000,129000,129500,129045.3594,322664
2019-02-28,130500,136000,130000,133000,132533.0625,584183
2019-03-04,135000,139500,134000,138000,137515.5156,743644
2019-03-05,140000,140000,135000,135500,135024.2969,387063
2019-03-06,136500,139000,134500,137500,137017.2656,403724
2019-03-07,139500,139500,136500,138500,138013.7656,254573
2019-03-08,135500,136000,131500,133000,132533.0625,304114
2019-03-11,131500,133500,131000,133500,133031.3125,151479
2019-03-12,135000,135500,129500,130500,130041.8438,367651
2019-03-13,129500,132000,128000,130500,130041.8438,268047
2019-03-14,132500,133500,129000,131000,130540.0859,554454
2019-03-15,131000,132000,129500,130500,130041.8438,907507
2019-03-18,131500,133500,131000,132000,131536.5781,248810
2019-03-19,132000,132500,130000,130500,130041.8438,200830
2019-03-20,130000,131000,126500,128500,128048.8672,371499
2019-03-21,128500,131000,127000,128000,127550.625,399492
2019-03-22,127000,129500,126000,127000,126554.1328,379311
2019-03-25,126000,128000,125000,126000,125557.6406,279179
2019-03-26,125500,127000,125000,126500,126055.8828,452377
2019-03-27,126000,126000,122000,123000,122568.1719,429156
2019-03-28,122500,123000,120500,122000,121571.6797,449545
2019-03-29,121500,124500,121500,124000,123564.6641,421477
2019-04-01,124000,125500,123500,124000,123564.6641,367014
2019-04-02,124500,125500,123500,124500,124062.9063,471744
2019-04-03,123000,123500,121000,122000,121571.6797,958364
2019-04-04,122500,123500,121500,122500,122069.9297,361821
2019-04-05,122500,123500,122000,123000,122568.1719,365838
2019-04-08,122500,123000,121000,121500,121073.4453,393376
2019-04-09,121500,122500,121000,121500,121073.4453,423498
2019-04-10,121500,122500,121000,122000,121571.6797,459206
2019-04-11,121500,123000,121000,121500,121073.4453,615217
2019-04-12,121500,122000,119500,119500,119080.4609,953216
2019-04-15,119000,120000,118000,119500,119080.4609,596131
2019-04-16,119500,120500,119000,119500,119080.4609,973625
2019-04-17,120000,120000,119000,119500,119080.4609,639441
2019-04-18,119000,120000,117000,118000,117585.7344,776721
2019-04-19,119000,119000,117500,118000,117585.7344,247009
2019-04-22,118000,119500,117500,118000,117585.7344,531346
2019-04-23,119000,121000,119000,120500,120076.9531,815629
2019-04-24,122000,122500,119500,121000,120575.1953,906235
2019-04-25,122000,122000,120000,120500,120076.9531,720472
2019-04-26,120000,120500,117500,118000,117585.7344,544042
2019-04-29,118500,120000,117000,120000,119578.7109,429353
2019-04-30,119000,120000,117500,119500,119080.4609,569162
2019-05-02,119000,124000,118500,122000,121571.6797,691901
2019-05-03,122000,124500,121500,124000,123564.6641,705503
2019-05-07,122000,125500,121500,124000,123564.6641,696627
2019-05-08,122000,124000,122000,123500,123066.4219,317483
2019-05-09,122500,124000,119000,119000,118582.2188,799208
2019-05-10,120500,123000,120000,122500,122069.9297,474352
2019-05-13,121500,124000,121500,122500,122069.9297,343827
2019-05-14,121000,123500,119500,122000,121571.6797,532037
2019-05-15,121500,123000,120000,120000,119578.7109,460936
2019-05-16,120500,121000,118000,119000,118582.2188,484468
2019-05-17,120000,123500,118500,121000,120575.1953,439545
2019-05-20,121500,121500,118000,118500,118083.9688,449916
2019-05-21,117500,119500,113500,114500,114098.0156,603105
2019-05-22,115000,115000,111000,113000,112603.2813,567069
2019-05-23,112500,114000,110000,113000,112603.2813,545497
2019-05-24,113000,115000,112500,113500,113101.5313,408081
2019-05-27,112500,113000,109500,110500,110112.0547,369902
2019-05-28,109500,112500,108500,108500,108119.0781,1490526
2019-05-29,109000,111000,108500,109500,109115.5703,515196
2019-05-30,110000,114000,109500,112000,111606.7891,378379
2019-05-31,111500,112500,110000,111500,111108.5469,310649
2019-06-03,113000,115000,112000,115000,114596.2578,391824
2019-06-04,114000,114500,110500,111000,110610.3047,531826
2019-06-05,112000,112500,109500,110500,110112.0547,471689
2019-06-07,110000,112000,110000,111000,110610.3047,386800
2019-06-10,111500,114500,111000,114000,113599.7734,464590
2019-06-11,114000,114500,112500,113000,112603.2813,423258
2019-06-12,112000,114500,112000,114000,113599.7734,354664
2019-06-13,114500,115500,112000,113000,112603.2813,551067
2019-06-14,112000,113000,110500,111500,111108.5469,553083
2019-06-17,111500,111500,110000,110500,110112.0547,475346
2019-06-18,109500,110000,106500,109000,108617.3281,791946
2019-06-19,110000,110000,107000,110000,109613.8203,483689
2019-06-20,110000,112000,109000,111500,111108.5469,282163
2019-06-21,112500,115000,111500,113000,112603.2813,555965
2019-06-24,113000,113500,112000,113500,113101.5313,254210
2019-06-25,114000,116000,113000,114500,114098.0156,473961
2019-06-26,114500,116500,114000,115500,115094.5078,300077
2019-06-27,115500,116000,113000,115000,114596.2578,375582
2019-06-28,114500,115500,112500,114000,113599.7734,267404
2019-07-01,114500,115500,114000,114500,114098.0156,306736
2019-07-02,114000,115500,112000,115000,114596.2578,273980
2019-07-03,116000,118500,115000,117500,117087.4844,408701
2019-07-04,116000,119500,116000,118000,117585.7344,355658
2019-07-05,118500,121500,118500,121000,120575.1953,409700
2019-07-08,120500,121000,118000,118500,118083.9688,306897
2019-07-09,118000,120000,115000,115500,115094.5078,460058
2019-07-10,116500,119000,115500,115500,115094.5078,267438
2019-07-11,115500,118000,115500,117000,116589.2422,293389
2019-07-12,117000,118500,116500,117000,116589.2422,160685
2019-07-15,118000,120000,116500,118000,117585.7344,263893
2019-07-16,119000,120500,117500,120000,119578.7109,391260
2019-07-17,120000,120000,118000,119000,118582.2188,205316
2019-07-18,118500,122000,118500,120500,120076.9531,267715
2019-07-19,121000,123000,121000,122500,122069.9297,445122
2019-07-22,122000,122500,120500,121000,120575.1953,346897
2019-07-23,122500,123000,122000,122500,122069.9297,358255
2019-07-24,122500,124500,122500,123500,123066.4219,606769
2019-07-25,125500,134500,125000,134000,133529.5625,1635774
2019-07-26,137500,142000,136500,141000,140504.9844,1440686
2019-07-29,139500,141000,137000,138500,138013.7656,583629
2019-07-30,140000,140500,136500,138500,138013.7656,364674
2019-07-31,139000,139500,136000,138000,137515.5156,361525
2019-08-01,139500,141500,138500,140500,140006.7344,460049
2019-08-02,139000,142500,138500,142000,141501.4688,484009
2019-08-05,141000,142000,135500,138000,137515.5156,733982
2019-08-06,134000,140000,132000,138500,138013.7656,610095
2019-08-07,139000,139500,136000,137500,137017.2656,336416
2019-08-08,139500,142000,136500,140000,139508.5,496443
2019-08-09,142000,145000,140500,142500,141999.7188,368133
2019-08-12,142500,144500,140500,140500,140006.7344,217292
2019-08-13,139000,144500,138500,142500,141999.7188,352863
2019-08-14,142500,143000,138500,139000,138512,433070
2019-08-16,138500,140500,137500,139500,139010.2344,351686
2019-08-19,139000,141000,138000,139000,138512,487500
2019-08-20,139000,145500,139000,145500,144989.1875,556246
2019-08-21,144500,148500,142500,147500,146982.1563,514109
2019-08-22,148000,150500,147500,148000,147480.4063,499537
2019-08-23,149000,149000,145500,148500,147978.6406,491690
2019-08-26,145500,147000,143000,143500,142996.2031,423695
2019-08-27,144000,147500,141500,146500,145985.6719,904199
2019-08-28,146500,147500,144500,146500,145985.6719,309159
2019-08-29,146500,146500,143500,145000,144490.9375,408164
2019-08-30,146000,149000,144500,146500,145985.6719,424498
2019-09-02,156000,156000,147500,150000,149473.3906,371788
2019-09-03,151500,151500,149000,150500,149971.625,308863
2019-09-04,149500,151000,149000,151000,150469.875,351494
2019-09-05,150000,151000,145000,147000,146483.9219,548033
2019-09-06,146000,150000,145500,149500,148975.1406,223250
2019-09-09,149500,154000,148500,153000,152462.8438,464232
2019-09-10,153000,153000,150000,150500,149971.625,297053
2019-09-11,150500,154000,150000,153500,152961.0938,738431
2019-09-16,154500,156500,153500,154500,153957.5938,449618
2019-09-17,153000,155500,153000,155000,154455.8281,304106
2019-09-18,156000,159500,155500,159000,158441.7813,465208
2019-09-19,157000,158000,156000,157500,156947.0469,377446
2019-09-20,156000,158000,156000,157000,156448.8125,390181
2019-09-23,157500,158000,155500,157000,156448.8125,204570
2019-09-24,157000,158500,155500,158000,157445.2969,195994
2019-09-25,155500,159000,155500,158000,157445.2969,274586
2019-09-26,157500,159000,156500,158000,157445.2969,313084
2019-09-27,158500,158500,154500,156000,155452.3281,241249
2019-09-30,155000,157500,154500,157000,156448.8125,313910
2019-10-01,157500,160000,157000,160000,159438.2656,260668
2019-10-02,159000,160000,156500,157000,156448.8125,203708
2019-10-04,155500,159000,148500,150500,149971.625,602642
2019-10-07,150500,153500,150000,153000,152462.8438,387749
2019-10-08,154500,154500,151500,153500,152961.0938,250805
2019-10-10,151500,155500,150500,153500,152961.0938,404228
2019-10-11,156500,157000,153500,156000,155452.3281,216730
2019-10-14,156000,156500,153500,156000,155452.3281,246407
2019-10-15,156500,156500,150500,151500,150968.125,297569
2019-10-16,151500,155000,151000,154500,153957.5938,280882
2019-10-17,155000,156500,152000,153000,152462.8438,280276
2019-10-18,151500,153500,150000,150500,149971.625,245740
2019-10-21,151500,153500,149000,152000,151466.3594,245735
2019-10-22,150500,154500,150500,154000,153459.3438,360102
2019-10-23,152000,153500,151500,152500,151964.6094,226744
2019-10-24,151500,153000,150500,153000,152462.8438,224666
2019-10-25,151000,153500,151000,152500,151964.6094,162510
2019-10-28,152500,158000,152500,157000,156448.8125,335238
2019-10-29,157500,158000,152000,153000,152462.8438,321007
2019-10-30,152000,154500,151500,154500,153957.5938,290658
2019-10-31,159000,167000,157500,164000,163424.2344,1409619
2019-11-01,166000,168500,164000,167000,166413.6875,720358
2019-11-04,165500,167000,162000,164500,163922.4688,455199
2019-11-05,164000,164500,159500,161500,160933.0156,662116
2019-11-06,161500,164000,160500,161500,160933.0156,332755
2019-11-07,162000,166500,161000,165500,164918.9688,390866
2019-11-08,165000,165000,162000,163500,162925.9844,306968
2019-11-11,163500,165000,162500,163000,162427.75,231149
2019-11-12,164000,164000,160000,162000,161431.25,236652
2019-11-13,158500,159000,156000,158000,157445.2969,500221
2019-11-14,null,null,null,null,null,null
2019-11-15,177000,179000,173000,173500,172890.875,886846
2019-11-18,177500,181500,172500,178500,177873.3125,876975
2019-11-19,174500,176000,169500,170500,169901.4063,1055749
2019-11-20,170500,174000,168000,169500,168904.9375,602206
2019-11-21,169000,172500,168000,170000,169403.1719,543754
2019-11-22,169500,171000,165500,167500,166911.9531,481529
2019-11-25,168000,174500,167000,174000,173389.125,490795
2019-11-26,173500,175500,171500,173000,172392.6406,774461
2019-11-27,175000,175500,172000,172500,171894.3906,299949
2019-11-28,172500,174500,170000,173000,172392.6406,252885
2019-11-29,173000,173500,168500,172000,171396.1563,349615
2019-12-02,172500,175000,170000,171500,170897.8906,275601
2019-12-03,170500,173500,168500,172000,171396.1563,245675
2019-12-04,172000,175500,171000,174500,173887.375,228851
2019-12-05,173000,174000,170000,170500,169901.4063,271499
2019-12-06,172000,174500,170500,174000,173389.125,208849
2019-12-09,174000,175500,173000,175000,174385.6094,271990
2019-12-10,174500,175500,173000,174500,173887.375,215711
2019-12-11,175000,175500,173500,174000,173389.125,200711
2019-12-12,174500,176500,173000,175500,174883.8594,609714
2019-12-13,177500,177500,173000,175500,174883.8594,317833
2019-12-16,175000,180000,174000,179500,178869.8125,335819
2019-12-17,180000,181000,178000,180500,179866.2969,370752
2019-12-18,180000,180000,175000,178500,177873.3125,310567
2019-12-19,175000,179500,175000,179000,178371.5781,296857
2019-12-20,180000,187000,179500,183500,182855.7813,560761
2019-12-23,185000,185500,182000,184000,183354.0156,250256
2019-12-24,184000,184000,179000,182000,181361.0313,193440
2019-12-26,181500,183000,179000,180500,179866.2969,173426
2019-12-27,182000,185000,179000,183500,183237.4844,323473
2019-12-30,183500,190000,183500,186500,186233.1875,376541
2020-01-02,187500,188000,182000,182500,182238.9063,300640
2020-01-03,185000,186000,180500,181500,181240.3438,454492
2020-01-06,180000,182000,178000,180500,180241.7656,287970
2020-01-07,182500,187000,181500,187000,186732.4688,328624
2020-01-08,182000,183500,179000,183000,182738.1875,820867
2020-01-09,183500,186500,183500,186000,185733.9063,531355
2020-01-10,185000,188000,184000,188000,187731.0469,398739
2020-01-13,187500,188500,186000,188000,187731.0469,337749
2020-01-14,188000,194500,188000,190500,190227.4688,501286
2020-01-15,189500,192000,188500,191500,191226.0313,323778
2020-01-16,190000,192500,189000,191500,191226.0313,245107
2020-01-17,190500,192500,189500,191000,190726.75,286019
2020-01-20,190000,190500,187000,187500,187231.75,454733
2020-01-21,187500,189500,181000,182000,181739.625,547678
2020-01-22,185000,190000,184500,186000,185733.9063,429852
2020-01-23,185000,185500,181500,183000,182738.1875,375929
2020-01-28,182000,184500,178000,178500,178244.625,476253
2020-01-29,183000,183500,180000,180000,179742.4844,434897
2020-01-30,179500,183000,175000,180000,179742.4844,772160
2020-01-31,180000,180500,177500,179500,179243.2031,537062
2020-02-03,178000,180500,176000,177500,177246.0625,485913
2020-02-04,177500,181500,175000,180500,180241.7656,563463
2020-02-05,181000,183500,178500,181500,181240.3438,653809
2020-02-06,182500,183500,180500,181500,181240.3438,659850
2020-02-07,181500,188500,181000,185000,184735.3281,728633
2020-02-10,182500,184000,180500,183500,183237.4844,433051
2020-02-11,183500,185000,183000,184500,184236.0469,400386
2020-02-12,183000,185000,181500,185000,184735.3281,351892
2020-02-13,184000,185000,183000,184500,184236.0469,555923
2020-02-14,184000,187500,184000,186500,186233.1875,659429
2020-02-17,184500,189000,184500,188500,188230.3281,312407
2020-02-18,186500,188500,185500,186500,186233.1875,345642
2020-02-19,188000,191000,185000,189500,189228.8906,560743
2020-02-20,189500,191500,187500,190000,189728.1875,427402
2020-02-21,187500,191000,187000,189500,189228.8906,434019
2020-02-24,185500,187500,183500,184000,183736.7656,567036
2020-02-25,184000,191000,183500,190500,190227.4688,704859
2020-02-26,189500,190000,186500,187000,186732.4688,494066
2020-02-27,185000,187000,179000,182000,181739.625,535696
2020-02-28,179000,180000,172000,174000,173751.0625,830654
2020-03-02,175000,177000,172500,175000,174749.6406,659376
2020-03-03,179000,180000,174000,175000,174749.6406,544379
2020-03-04,174500,179500,173000,178500,178244.625,450252
2020-03-05,180500,181000,178500,181000,180741.0625,483840
2020-03-06,179500,181000,177500,179500,179243.2031,293897
2020-03-09,179500,179500,179500,179500,179243.2031,0
2020-03-10,168000,176000,165000,172000,171753.9375,666532
2020-03-11,172000,174000,167500,170000,169756.7969,483822
2020-03-12,170000,170000,170000,170000,169756.7969,0
2020-03-13,151000,168000,149500,166000,165762.5156,1242510
2020-03-16,166000,166500,155000,155000,154778.25,812823
2020-03-17,147500,155500,147000,151000,150783.9688,979243
2020-03-18,152500,156000,146000,146000,145791.125,666723
2020-03-19,150000,151500,135000,144000,143793.9844,1154230
2020-03-20,147500,156500,146000,154000,153779.6875,997895
2020-03-23,141500,149500,140000,143000,142795.4219,1033851
2020-03-24,151500,157000,148000,156000,155776.8281,960786
2020-03-25,160500,163000,152000,156000,155776.8281,1039579
2020-03-26,156000,158000,149500,152500,152281.8281,988725
2020-03-27,161500,164500,158500,164000,163765.375,1217815
2020-03-30,160000,165000,159000,162500,162267.5156,630830
2020-03-31,163500,171000,163500,170000,169756.7969,858165
2020-04-01,166500,171000,163000,163000,162766.8125,720283
2020-04-02,166500,175000,164500,173500,173251.7813,1086863
2020-04-03,170000,172500,168000,172000,171753.9375,663454
2020-04-06,173500,176000,170500,173000,172752.5,655547
2020-04-07,174000,174500,167500,169500,169257.5156,873091
2020-04-08,169000,169500,166500,166500,166261.7969,588577
2020-04-09,168500,169000,165000,167500,167260.375,682921
2020-04-10,166000,167000,164000,166500,166261.7969,483720
2020-04-13,164500,168000,162500,166000,165762.5156,413768
2020-04-14,168000,170000,166500,168500,168258.9375,520725
2020-04-16,168000,172500,167500,170500,170256.0781,841066
2020-04-17,175500,180000,173500,179000,178743.9219,900031
2020-04-20,181000,182000,179000,180000,179742.4844,663723
2020-04-21,180500,181500,173500,178500,178244.625,759150
2020-04-22,175000,182500,173000,182000,181739.625,611589
2020-04-23,190000,196000,186500,190000,189728.1875,1521478
2020-04-24,189000,197500,189000,192500,192224.6094,928695
2020-04-27,193000,200000,192500,197500,197217.4531,927347
2020-04-28,197500,198000,194500,198000,197716.7344,433549
2020-04-29,199500,200000,196500,197500,197217.4531,676743
2020-05-04,198500,203000,193500,199000,198715.2969,1104027
2020-05-06,201500,212500,200500,212000,211696.7031,992225
2020-05-07,211500,220000,210500,215500,215191.7031,984024
2020-05-08,216000,218500,212000,214000,213693.8438,732394
2020-05-11,214500,221000,214000,214500,214193.125,599328
2020-05-12,218000,226500,215000,219500,219185.9844,1056584
2020-05-13,217500,222500,213500,218500,218187.4063,1014692
2020-05-14,214500,222000,214500,219000,218686.6875,866427
2020-05-15,219000,219500,209500,213000,212695.2813,1050469
2020-05-18,215000,218000,211500,215000,214692.4219,638906
2020-05-19,215000,216500,210500,213500,213194.5625,917603
2020-05-20,215500,225500,215000,222000,221682.4063,977544
2020-05-21,227500,233500,222500,225000,224678.1094,1004395
2020-05-22,227000,232500,222500,230500,230170.2344,1108281
2020-05-25,234500,241000,234000,241000,240655.2188,1015069
2020-05-26,244000,246000,230000,239000,238658.0781,1568016
2020-05-27,231000,234500,226500,228500,228173.0938,1351505
2020-05-28,226000,241000,222000,240500,240155.9375,1625154
2020-05-29,240000,243000,226000,226000,225676.6719,3114298
2020-06-01,233500,237000,230000,237000,236660.9375,1140644
2020-06-02,235000,236000,232000,234000,233665.2344,689584
2020-06-03,235000,235500,225000,225500,225177.3906,1476614
2020-06-04,228000,235000,227000,232500,232167.375,1052789
2020-06-05,229000,231000,225000,231000,230669.5313,1061922
2020-06-08,234500,242000,231000,240500,240155.9375,1624752
2020-06-09,240000,243000,235500,237500,237160.2188,934440
2020-06-10,241000,247500,240000,244000,243650.9219,1431071
2020-06-11,244000,249000,239000,240500,240155.9375,1423978
2020-06-12,229000,242500,228500,242000,241653.7813,1318334
2020-06-15,240000,244500,230500,231500,231168.8125,1311773
2020-06-16,239000,243500,236000,243500,243151.6406,1155474
2020-06-17,244000,252000,243500,251000,250640.9063,1357900
2020-06-18,251500,254000,247000,247500,247145.9219,744330
2020-06-19,250000,250000,244000,249500,249143.0625,919945
2020-06-22,249500,271500,247500,270000,269613.7188,1841479
2020-06-23,272000,289000,270500,276000,275605.1563,2104075
2020-06-24,273500,279500,270500,279000,278600.8438,995065
2020-06-25,273500,276500,269500,269500,269114.4375,1196267
2020-06-26,274500,275000,263000,269000,268615.1563,937593
2020-06-29,265000,270500,261000,264000,263622.3125,814814
2020-06-30,268000,270500,263000,267000,266618.0313,862860
2020-07-01,270000,275000,266000,269000,268615.1563,655711
2020-07-02,274000,277000,271000,277000,276603.7188,1015829
2020-07-03,276500,280500,274500,277500,277103,971940
2020-07-06,278000,287500,278000,281500,281097.2813,1211636
2020-07-07,285000,289500,279000,279500,279100.125,1365047
2020-07-08,280000,284500,274000,282500,282095.8438,1353345
2020-07-09,286500,296500,284500,287500,287088.6875,2006662
2020-07-10,291500,308500,290000,299000,298572.25,2120904
2020-07-13,303500,303500,288000,297000,296575.0938,1254800
2020-07-14,290000,291000,285000,287000,286589.4063,1360849
2020-07-15,290500,293000,280500,286500,286090.125,1276196
2020-07-16,283000,285000,272000,273000,272609.4375,1338814
2020-07-17,270000,279500,266000,276000,275605.1563,926932
2020-07-20,276500,278000,260500,263000,262623.75,1556415
2020-07-21,273000,273500,269000,270000,269613.7188,1179638
2020-07-22,264000,272500,261500,270000,269613.7188,905784
2020-07-23,272000,284000,271000,284000,283593.6875,1396607
2020-07-24,281000,290500,278500,281000,280598,1233584
2020-07-27,281000,287500,276500,284500,284093,691075
2020-07-28,289500,292000,284000,288000,287587.9688,978238
2020-07-29,286000,292000,283000,292000,291582.25,964066
2020-07-30,296000,297500,291000,294000,293579.4063,1150474
2020-07-31,299000,303000,296500,301000,300569.375,1567503
2020-08-03,301500,314500,299000,314500,314050.0625,1341104
2020-08-04,317500,322000,307500,311000,310555.0625,1330818
2020-08-05,312000,314500,306500,313500,313051.5,809939
2020-08-06,313000,322000,310500,322000,321539.3438,1032045
2020-08-07,324500,325500,312000,314000,313550.7813,1063254
2020-08-10,308500,314500,303500,313500,313051.5,968592
2020-08-11,311000,314500,307500,311500,311054.3438,665863
2020-08-12,308000,311000,303500,305000,304563.6563,856711
2020-08-13,310000,311500,304000,307000,306560.7813,1406370
2020-08-14,305000,308500,303000,305000,304563.6563,608156
2020-08-18,307500,317500,305000,307500,307060.0938,1494966
2020-08-19,311500,316000,305500,315000,314549.3438,941038
2020-08-20,315000,319000,302500,305500,305062.9375,1186809
2020-08-21,311500,314500,308000,312500,312052.9375,781961
2020-08-24,313000,320000,310000,320000,319542.1875,783392
2020-08-25,323000,325000,317000,325000,324535.0313,897649
2020-08-26,321500,338500,321000,334000,333522.1563,1155853
2020-08-27,337000,347000,336500,337000,336517.875,1232239
2020-08-28,337000,338500,329500,333000,332523.5938,969408
2020-08-31,336500,340000,322000,322500,322038.625,1528978
2020-09-01,322500,329500,322000,324500,324035.75,691864
2020-09-02,332500,335500,327000,332500,332024.3125,808064
2020-09-03,333500,339500,329500,339000,338515.0313,776547
2020-09-04,322500,335000,322000,328500,328030.0313,1174337
2020-09-07,325500,325500,313500,314500,314050.0625,1308247
2020-09-08,316000,318000,305500,311000,310555.0625,989171
2020-09-09,303000,307000,300000,304500,304064.375,925825
2020-09-10,309000,311000,305000,307500,307060.0938,834946
2020-09-11,302500,307000,301000,306000,305562.2188,517023
2020-09-14,307500,308000,300000,303000,302566.5313,608816
2020-09-15,304000,314000,303000,312000,311553.6563,797985
2020-09-16,311500,312000,306000,307000,306560.7813,696219
2020-09-17,302500,304000,299000,300500,300070.0938,823516
2020-09-18,299500,302000,296000,298000,297573.6875,750488
2020-09-21,297000,301500,292000,292000,291582.25,656024
2020-09-22,290500,295000,282000,284500,284093,864846
2020-09-23,290000,298000,285500,296500,296075.8125,984136
2020-09-24,291500,295500,287000,294000,293579.4063,848971
2020-09-25,296000,297500,289500,295000,294577.9688,648182
2020-09-28,297000,302000,296000,298500,298072.9688,724465
2020-09-29,303000,303000,294000,296500,296075.8125,765489
2020-10-05,297500,299000,289500,298500,298072.9688,906516
2020-10-06,299500,307500,296500,305000,304563.6563,868540
2020-10-07,302000,305000,299500,305000,304563.6563,534644
2020-10-08,307500,307500,300000,301000,300569.375,756735
2020-10-12,303000,303000,291500,292000,291582.25,914860
2020-10-13,292000,298000,292000,295000,294577.9688,636487
2020-10-14,295000,301000,293000,298500,298072.9688,759464
2020-10-15,300500,300500,291000,292500,292081.5313,624097
2020-10-16,292500,297500,291500,293500,293080.125,446832
2020-10-19,293500,296500,286000,286000,285590.8438,434420
2020-10-20,286500,291000,281000,290000,289585.125,535870
2020-10-21,292500,301000,291000,297500,297074.375,640501
2020-10-22,295000,296000,292000,293000,292580.8125,416425
2020-10-23,295500,295500,286000,286500,286090.125,451654
2020-10-26,286500,289000,281500,281500,281097.2813,349163
2020-10-27,281500,288500,280500,283500,283094.4063,2071432
2020-10-28,282000,298500,281500,298500,298072.9688,698195
2020-10-29,297000,301000,294500,298500,298072.9688,785050
2020-10-30,299000,300000,290000,290000,289585.125,939833
2020-11-02,292000,293000,285500,285500,285091.5625,503831
2020-11-03,284000,287000,280000,283000,282595.125,1066923
2020-11-04,282500,300500,282000,298500,298072.9688,1623712
2020-11-05,295000,302000,291500,299000,298572.25,1082388
2020-11-06,303000,307000,299000,301000,300569.375,968971
2020-11-09,304000,304500,298000,298000,297573.6875,678531
2020-11-10,287000,288000,282000,283000,282595.125,1728995
2020-11-11,281000,283000,277500,280000,279599.4375,1183499
2020-11-12,283000,285500,279000,279000,278600.8438,1016673
2020-11-13,277500,282000,277500,281000,280598,710865
2020-11-16,282500,283000,277500,278000,277602.2813,887878
2020-11-17,277500,278000,273500,275000,274606.5625,816320
2020-11-18,274500,283500,274000,281000,280598,912899
2020-11-19,282500,284000,279500,280500,280098.7188,520114
2020-11-20,281500,283500,278500,281000,280598,439077
2020-11-23,282000,282500,278500,281500,281097.2813,565213
2020-11-24,281500,287000,280000,282500,282095.8438,809745
2020-11-25,287000,287000,278500,278500,278101.5625,909937
2020-11-26,280000,285500,280000,285500,285091.5625,797094
2020-11-27,287000,287500,283000,284500,284093,417510
2020-11-30,286000,286500,277500,277500,277103,1176272
2020-12-01,282000,286000,280000,285500,285091.5625,709278
2020-12-02,287000,287000,282000,283500,283094.4063,601596
2020-12-03,285000,287000,283500,287000,286589.4063,740985
2020-12-04,287500,295500,284500,294000,293579.4063,1174932
2020-12-07,300000,300500,288000,289500,289085.8438,821860
2020-12-08,291500,291500,285000,285000,284592.2813,566981
2020-12-09,285500,289000,285000,288000,287587.9688,533304
2020-12-10,288000,290000,284500,286000,285590.8438,959427
2020-12-11,288000,291500,287500,290000,289585.125,503588
2020-12-14,292500,294000,286000,286000,285590.8438,555272
2020-12-15,286500,287500,282500,283000,282595.125,491995
2020-12-16,286500,287000,283000,285500,285091.5625,381896
2020-12-17,286000,287000,282000,285000,284592.2813,522344
2020-12-18,284000,285500,282000,282500,282095.8438,487305
2020-12-21,284000,285500,280000,284000,283593.6875,473545
2020-12-22,285000,293500,284000,284000,283593.6875,750095
2020-12-23,288500,289000,283000,284000,283593.6875,508019
2020-12-24,284500,284500,280000,282000,281596.5625,453095
2020-12-28,282000,282500,280000,281000,280598,537848
2020-12-29,281500,285000,280500,283000,283000,506090
2020-12-30,285000,293000,284000,292500,292500,1190327
2021-01-04,291500,294000,285500,293000,293000,947178
2021-01-05,291500,292500,286500,292500,292500,912657
2021-01-06,292500,300500,289500,290000,290000,1375856
2021-01-07,288500,292000,286500,289500,289500,1155734
2021-01-08,293500,312000,290000,312000,312000,3175396
2021-01-11,320000,323500,301000,309000,309000,2765169
2021-01-12,305000,308500,292500,304000,304000,1573299
2021-01-13,306000,317500,304000,314000,314000,1894304
2021-01-14,318500,326000,314000,318000,318000,1548585
2021-01-15,320500,323000,305500,306000,306000,1106810
2021-01-18,304500,308500,300000,300500,300500,864969
2021-01-19,303500,310500,299500,308000,308000,880238
2021-01-20,313500,313500,302000,308000,308000,885472
2021-01-21,316500,326000,316000,322500,322500,1941446
2021-01-22,332000,350000,326000,343500,343500,3303950
2021-01-25,349000,353000,340000,349000,349000,1593848
2021-01-26,350500,351000,338000,342000,342000,1247284
2021-01-27,347000,352000,339500,341500,341500,1149246
2021-01-28,336000,366000,335000,355000,355000,2285696
2021-01-29,362000,362000,340500,343000,343000,1607894
2021-02-01,346500,352500,341500,348000,348000,988630
2021-02-02,358000,373000,353000,362500,362500,1951062
2021-02-03,366500,371000,361000,370500,370500,1197680
2021-02-04,368000,368500,356000,358000,358000,1160116
2021-02-05,363500,371500,356500,362500,362500,982325
2021-02-08,361500,364500,357000,357500,357500,712484
2021-02-09,359500,362000,355000,358500,358500,667655
2021-02-10,365000,368500,359000,366500,366500,1147417
2021-02-15,383500,388000,378000,385500,385500,1172475
2021-02-16,391500,405000,390000,394000,394000,1567108
2021-02-17,396500,396500,386000,392000,392000,1161595
2021-02-18,391500,400000,386500,388000,388000,1020222
2021-02-19,387000,398500,385500,398000,398000,1047043
2021-02-22,400000,405500,384500,386500,386500,1289395
2021-02-23,379000,394500,378500,390500,390500,1017577
2021-02-24,389500,391500,374000,374000,374000,1078485
2021-02-25,380500,384500,374500,383000,383000,757476
2021-02-26,372000,378500,368500,375000,375000,1170208
2021-03-02,389000,390000,375500,377500,377500,1240322
